학수번호,강의명,시간,교수명,전공명
ACEE405-00,스마트시티물순환네트워크(영강),화(2) 과도관 408호 화(2) 신공학관B109-전산실습실 목(2-3) 과도관 408호 목(2-3) 신공학관B109-전산실습실,정동휘,건축사회환경공학부
ACEE407-00,환경모델링및시스템해석(영강),월(2) 공학관 366호 수(2) 공학관 366호,김지형,건축사회환경공학부
ACEE433-00,건축및토목비구조재료의이해(영강),화(5) 신공학관B101호 목(5) 신공학관B101호,이종구,건축사회환경공학부
ACEE435-00,지반조사와비파괴평가,화(4-5) 공학관 369호,이종섭,건축사회환경공학부
ACEE439-00,전산구조해석입문(영강),월(4)  월(4) 신공학관B109-전산실습실 수(3-4)  수(3-4) 신공학관B109-전산실습실,김승준,건축사회환경공학부
ACEE443-00,공정관리,수(7-9) 신공학관B101호,차민수,미래건설환경융합연구소
ACEE471-01,건설종합설계I,금(4-6) 창의관 203호,정동혁,건축사회환경공학부
ACEE471-02,건설종합설계I,금(4-6) 창의관 205호,강승모,건축사회환경공학부
ACEE471-03,건설종합설계I,금(4-6) 창의관 207호,허연숙,건축사회환경공학부
ACEE481-00,건축법규,목(5-6) 과도관 409호,이관직,건축학과
ACEE484-00,물환경문제해결을위한머신러닝(영강),월(3) 신공학관B109-전산실습실 수(3) 창의관 101호 수(9) 신공학관B109-전산실습실,조경화,건축사회환경공학부
ACEE485-00,사업비관리,화(6-8) 공학관 369호,손상혁,건축사회환경공학부
ACEE493-00,스마트포렌식구조공학,금(1-2) ,최항,건축사회환경공학부
SEMI101-00,공학수학I,월(5) 생명과학관(서관) 231호 수(5) 생명과학관(서관) 231호,오윤호,전기전자공학부
SEMI105-00,반도체리더십과사회적역할,수(6-7) 창의관 110호,석준희,전기전자공학부
SEMI106-00,반도체물리,화(4) 생명과학관(서관) 335호 목(4) 생명과학관(서관) 335호,신창환,전기전자공학부
SEMI301-00,전자회로Ⅱ,월(4) 미래융합 107호 수(4) 미래융합 107호,이형민,전기전자공학부
SEMI303-00,반도체소자의이해Ⅱ,화(5) 생명과학관(서관) 335호 목(5) 생명과학관(서관) 335호,신창환,전기전자공학부
SEMI305-00,컴퓨터시스템,월(6) SK미래관 311 수(6) SK미래관 311,오윤호,전기전자공학부
SEMI401-00,VLSI설계,수(6-8) 공학관 250호,박종선,전기전자공학부
SEMI403-00,메모리소자의이해및설계,화(2-3)  목(2-3) 생명과학관(동관)104호,신창환,전기전자공학부
SEMI405-00,비메모리소자의이해및설계,월(2) 미래융합 107호 월(5-6)  수(2) 미래융합 107호,김규태,전기전자공학부
SEMI407-00,학부연구인턴십Ⅰ,금(6-11) 공학관 466호,석준희,전기전자공학부
ENGY101-00,에너지공학실험실습기초I(영강),화(7-8) 공학관 466호,윤영수,KU-KIST융합대학원
ENGY105-00,융합에너지공학진로탐구및창업,수(2-3) 하나과학관 지하 132호,왕건욱,KU-KIST융합대학원
ENGY201-00,융합에너지공학실험실습I(영강),수(7-8) 공학관 466호,김명기,KU-KIST융합대학원
ENGY204-00,에너지과학기술입문(영강),월(5) 하나과학관 지하 118호 수(5) 하나과학관 지하 118호,이해석,에너지환경정책기술학과
ENGY207-00,에너지열역학(영강),화(5) 하나과학관 지하 111호 목(5) 하나과학관 지하 111호,이승우,KU-KIST융합대학원
ENGY210-00,광공학기초(영강),월(1) 하나과학관 103호 수(1) 하나과학관 103호,강윤묵,에너지환경정책기술학과
ENGY301-00,에너지전기화학(영강),월(2) 하나과학관 지하 122호 수(2) 하나과학관 지하 122호,이병훈,KU-KIST융합대학원
ENGY304-00,에너지반도체,화(5) 하나과학관 지하 118호 목(5) 하나과학관 지하 118호,왕건욱,KU-KIST융합대학원
ENGY313-00,에너지반도체공정(영강),화(4) 하나과학관 지하 107호 목(4) 하나과학관 지하 107호,황석원,KU-KIST융합대학원
ENGY315-00,에너지전자기학(영강),월(4) 하나과학관 지하 215호 수(4) 하나과학관 지하 215호,김명기,KU-KIST융합대학원
ENGY317-00,나노바이오기술(영강),화(2) 하나과학관 지하 107호 목(2) 하나과학관 지하 107호,김동휘,KU-KIST융합대학원
ENGY327-00,융합에너지종합설계Ⅰ(영강),화(7-8) 하나과학관 지하 219호,이해석,에너지환경정책기술학과
ENGY406-00,저전력미래정보소자(영강),월(1) 하나과학관 지하 107호 수(1) 하나과학관 지하 107호,박혜성,KU-KIST융합대학원
ENGY409-00,이차전지(영강),월(4) 하나과학관 지하 118호 수(4) 하나과학관 지하 118호,윤영수,KU-KIST융합대학원
ENGY412-00,에너지전달현상(영강),월(6) 하나과학관 지하 218호 수(6) 하나과학관 지하 218호,송인학,에너지환경정책기술학과
ENGY413-00,계면공학(영강),화(2) 하나과학관 103호 목(2) 하나과학관 103호,전용석,에너지환경정책기술학과
ENGY415-00,바이오에너지공학(영강),화(6) 하나과학관 103호 목(6) 하나과학관 103호,임동권,KU-KIST융합대학원
ENGY417-00,인공광합성(영강),화(1) 하나과학관 103호 목(1) 하나과학관 103호,동완재,에너지환경정책기술학과
ENGY419-00,융합에너지창의연구Ⅰ(영강),목(7-8) 하나과학관 지하 118호,왕건욱,KU-KIST융합대학원
ENGY423-00,열에너지공학개론(영강),월(2) 하나과학관 지하 219호 수(2) 하나과학관 지하 219호,이승우,KU-KIST융합대학원
DISS112-00,조사방법론(영강),월(2) 국제관 217호 수(2) 국제관 217호,오정훈,국제학과
DISS114-00,국제통상원론(영강),화(4) 국제관 322호 목(4) 국제관 322호,박인원,국제학부
DISS115-00,경제학입문(영강),화(1) 국제관 322호 목(1) 국제관 322호,오아름,국제학부
DISS122-00,국제관계원론(영강),화(2)  목(2) ,임시정,국제학부
DISS123-00,정치학입문(영강),금(5-6) 국제관 215호,김선희,국제학부
DISS140-00,세계화의이해(영강),금(2-3) 국제관 332호,YI SOHOON,글로벌한국융합학부
DISS210-00,세계화와한국경제(영강),화(4) 국제관 115호 목(4) 국제관 115호,이동은,국제학부
DISS215-00,금융시장및금융기관(영강),화(2)  목(2) ,이동은,국제학부
DISS221-00,국제협상론(영강),금(4-5) 국제관 217호,박지광,국제학부
DISS223-00,국제기구론(영강),금(4-5) 국제관 322호,이용일,국제학부
DISS232-00,국제경영윤리(영강),월(3) 국제관 332호 수(3) 국제관 332호,임소희,GKS 융합전공
DISS241-00,현대한국(영강),화(6-8) 국제관 214호,김은기,국제학부
DISS242-00,북미지역입문(영강),금(1-2) 국제관 115호,이수훈,국제학부
DISS252-00,국제경제법(영강),금(1-2) 국제관 218호,안호영,국제대학
DISS281-00,국제개발개론(영강),화(2) 국제관 214호 목(2) 국제관 214호,James William Potter,국제학부
DISS283-00,국제학데이터사이언스(영강),화(2) 국제관 217호 목(2) 국제관 217호,곽도원,국제학과
DISS322-00,국제정치경제(영강),금(1-2) 국제관 217호,이정호,국제학부
DISS325-00,국제관계특강I(영강),화(5) 국제관 215호 목(5) 국제관 215호,김병기,국제대학원
DISS328-00,국제관계특강II(영강),월(6) 국제관 217호 수(6) 국제관 217호,손기영,아세아문제연구원
DISS338-00,세계화와인권(영강),월(5) 국제관 427 수(5) 국제관 427,서창록,국제학과
DISS412-00,국제통상특강ll(영강),화(4) 국제관 215호 목(4) 국제관 215호,김정호,국제학과
DISS421-00,북미국제관계(영강),화(5) 국제관 114호 목(5) 국제관 114호,김성한,국제학과
DISS427-00,유럽연합의국제관계(영강),월(2) 국제관 215호 수(2) 국제관 215호,이재승,국제학부
DISS429-00,환경과국제관계(영강),금(4-5) 국제관 332호,오채운,국제학부
DISS433-00,동아시아학특강I(영강),화(6) 국제관 218호 목(6) 국제관 218호,정신혁,국제학부
DISS477-00,개발협력의주요이슈(영강),금(1-2) 국제관 436호,김석동,국제학부
DISS479-00,교육보건및개발(영강),화(5) 국제관 115호 목(5) 국제관 115호,곽도원,국제학과
GKSS101-00,글로벌한국학입문,금(4-5) 국제관 114호,임시정,국제학부
GKSS102-00,세계정치속의한국,화(2) 국제관 215호 목(2) 국제관 215호,박선경,글로벌한국융합학부
GKSS201-00,세계경제속의한국(영강),월(2) 국제관 322호 수(2) 국제관 322호,서정채,국제학부
GKSS202-00,글로벌한국학강독I,금(1-2) 국제관 215호,민진영,글로벌한국융합학부
GKSS207-00,글로벌한국의문화Ⅰ(영강),화(3) 국제관 427 목(3) 국제관 427,YOO KWANG SUK,국제학부
GKSS208-00,한국학데이터사이언스입문,월(4) 국제관 324호 수(4) 국제관 324호,길정아,아세아문제연구원
GKSS302-00,글로벌한국학강독Ⅱ,금(3-4) 국제관 216호,장문정,글로벌한국융합학부
GKSS309-00,글로벌한국학특강Ⅰ,화(1) 국제관 215호 목(1) 국제관 215호,이정은,국제대학
GKSS315-00,한국통상정책(영강),월(1) 국제관 217호 수(1) 국제관 217호,김다흰,국제학부
GKSS401-00,글로벌한국학세미나Ⅰ,목(4) 국제관423 목(5) 국제관423,서창록,국제학과
GKSS403-00,한국의문화외교(영강),금(3-4) 국제관 215호,조민재,글로벌한국융합학부
ARDE113-00,미술과문화,화(1-2) 교양관 105호,조은정,디자인조형학부
ARDE125-00,현대아시아미술개론,수(1-2) 국제관 216호,조은정,디자인조형학부
ARDE158-00,디자인론,수(2) 교양관 313호 금(2) 교양관 313호,최재희,디자인조형학부
ARDE162-00,서양미술사,월(1-2) 교양관 203호,조은정,디자인조형학부
ARDE183-00,한국미술감상과비평,월(3-4) 교양관 302호,황빛나,디자인조형학과
ARDE212-01,디자인표현기법,화(3-4) 미디어관 903호,차주천,디자인조형학부
ARDE212-02,디자인표현기법,화(5-6) 미디어관 902호,차주천,디자인조형학부
ARDE223-01,제품디자인스튜디오ㅣ,화(1-3) 미디어관 1001호,인치호,디자인조형학부
ARDE223-02,제품디자인스튜디오ㅣ,화(4-6) 미디어관 1001호,인치호,디자인조형학부
ARDE225-00,디자인과발상,월(5-6) 미디어관 903호,이승미,대학정책연구원
ARDE228-00,재료와프로세스,월(1-2) 미디어관 903호,염성업,디자인조형학부
ARDE229-00,기초정보디자인(영강),목(5-7) 미디어관 901호,유승헌,디자인조형학부
ARDE230-00,인터랙티브컴퓨팅,수(4-6) 미디어관 901호,이태일,디자인조형학부
ARDE235-00,종이&섬유,금(4-6) 미디어관 802B호,백지혜,디자인조형학부
ARDE270-01,기초디자인-2D(영강),월(4-6) 미디어관 902호,김보섭,디자인조형학부
ARDE270-02,기초디자인-2D(영강),수(4-6) 미디어관 902호,김보섭,디자인조형학부
ARDE286-01,선묘와드로잉,목(4-6) 미디어관 802B호,고아빈,미술교육전공
ARDE286-02,선묘와드로잉,화(4-6) 미디어관 802B호,이민하,미술교육전공
ARDE289-00,현대미술워크샵,수(1-3) 미디어관 701호,이예승,디자인조형학부
ARDE290-00,회화STUDIO I(영강),월(4-6) 미디어관 701호,이준,디자인조형학부
ARDE292-00,전통회화연구I,수(4-6) 미디어관 802B호,허수영,디자인조형학부
ARDE298-00,미디어와공간,화(1-3) 미디어관 701호,이예승,디자인조형학부
ARDE311-00,제품디자인스튜디오lll(영강),수(4-6) 미디어관 1001호,권민성,디자인조형학부
ARDE313-00,디자인인간요소,목(5-6) 미디어관 902호,김보섭,디자인조형학부
ARDE322-00,디자인방법론,월(2-3) 미디어관 902호,조재성,디자인조형학부
ARDE324-00,인터랙션디자인,화(4-6) 미디어관 901호,이태일,디자인조형학부
ARDE329-00,공공디자인,월(4-5) 미디어관 901호,염성업,디자인조형학부
ARDE343-00,현대회화기법(영강),목(4-6) 미디어관 701호,김은형,디자인조형학부
ARDE370-00,신조형I,금(1-3) 미디어관 701호,김원화,디자인조형학과
ARDE374-00,미술사I,수(3-4) 국제관 212호,황빛나,디자인조형학과
ARDE378-00,현대창작실기I,화(1-3) 미디어관 802B호,이우성,디자인조형학부
ARDE414-00,디지털디자인프로젝트(영강),화(3-5) ,이준,디자인조형학부
ARDE415-00,제품시스템디자인(종합설계)(영강),수(1-3) 미디어관 902호,유승헌,디자인조형학부
ARDE417-00,제품개발(종합설계),금(5-7) 미디어관 902호,이성용,디자인조형학부
ARDE425-00,디자인브랜딩,금(2-3) 미디어관 902호,홍민아,디자인조형학부
ARDE435-00,한국화스튜디오l(영강),목(1-3) 미디어관 801호,이예승,디자인조형학부
ARDE463-00,평면스튜디오,수(4-6) 미디어관 801호,손동현,디자인조형학부
ARDE464-00,개별창작스튜디오,금(4-6) 미디어관 801호,서동욱,디자인조형학부
ARDE468-00,한국미술세미나,월(5-6) 미디어관 802B호,김지혜,디자인조형학과
BSMS201-00,의생명과학개론,금(2-3) 하나과학관 지하 131호,박제원,바이오시스템의과학부
BSMS203-00,의생명과학실험I(영강),금(4-8) 하나과학관 157호 금(4-8) 하나과학관 158호 금(4-8) 하나과학관 지하 105호,박제원,바이오시스템의과학부
BSMS205-00,유전학(영강),월(5) 하나과학관 지하 128호 수(5) 하나과학관 지하 128호,안준용,바이오시스템의과학부
BSMS207-00,미생물학(영강),화(2) 하나과학관 지하 131호 목(2) 하나과학관 지하 131호,이하나,바이오시스템의과학부
BSMS208-00,생화학,월(1) 하나과학관 지하 128호 수(1) 하나과학관 지하 128호,서형주,바이오시스템의과학부
BSMS211-00,분자생물학,월(3) 하나과학관 지하 127호 수(3) 하나과학관 지하 127호,전성후,바이오시스템의과학부
BSMS301-00,면역학(영강),월(4) 하나과학관 지하 206호 수(4) 하나과학관 지하 206호,이재웅,바이오시스템의과학부
BSMS305-00,줄기세포생물학,월(2) 하나과학관 지하 111호 수(2) 하나과학관 지하 111호,전성후,바이오시스템의과학부
BSMS307-00,질병영양대사(영강),화(1) 하나과학관 지하 127호 목(1) 하나과학관 지하 127호,신민정,바이오시스템의과학부
BSMS319-00,식품학I,화(5) 하나과학관 지하 132호 목(5) 하나과학관 지하 132호,김인환,바이오시스템의과학부
BSMS323-00,미생물병리학(영강),화(2) 하나과학관 지하 122호 목(2) 하나과학관 지하 122호,김희남,바이오시스템의과학부
BSMS325-00,의생명과학실험III,목(2-6) 하나과학관 157호 목(2-6) 하나과학관 158호 목(2-6) 하나과학관 지하 129호,박재용,바이오시스템의과학부
BSMS403-00,신경과학,수(6-8) 하나과학관 지하 128호,허송욱,바이오시스템의과학부
BSMS409-00,생물소재저장학,화(4) 하나과학관 지하 111호 목(4) 하나과학관 지하 111호,조경애,바이오시스템의과학부
BSMS419-00,인체정보학(영강),월(3) 하나과학관 지하 105호 월(3) 하나과학관 지하 125호 수(3) 하나과학관 지하 105호 수(3) 하나과학관 지하 125호,박제원,바이오시스템의과학부
BSMS421-00,대사체학(영강),화(3) 하나과학관 지하 131호 목(3) 하나과학관 지하 131호,김성은,바이오시스템의과학부
HEED101-00,청년발달과자기이해,화(3) 교육관 303호 목(3) 교육관 303호,김은아,가정교육과
HEED102-01,부모되기교육,화(1) 교양관 403호 목(1) 교양관 403호,김경미,가정교육과
HEED102-02,부모되기교육,화(2) 교양관 209호 목(2) 교양관 209호,김경미,가정교육과
HEED102-03,부모되기교육,월(2) 교육관 204호 수(2) 교육관 204호,서진아,가정교육과
HEED114-00,의복과지속가능한생활,월(4-5) 현차관 B201호,황정선,가정교육과
HEED123-00,대학생을위한바른식생활,화(2) 사대신관 124A호 목(2) 사대신관 124A호,이정우,가정교육과
HEED124-00,패션과미디어(영강),월(4-5) 교육관 102호,조선형,생활과학과
HEED131-01,한국전통복식의이해와활용(영강),화(1-2) ,이예영,가정교육과
HEED131-02,한국전통복식의이해와활용,화(4-5) 사대신관 402호,김유로,가정교육과
HEED174-00,패션소재(영강),목(1-2) ,이보영,가정교육과
HEED213-00,청년발달,화(2) 교육관 201호 목(2) 교육관 201호,김은아,가정교육과
HEED233-00,의복구성의원리,수(1-3) 사대신관 321호,강보경,가정교육과
HEED251-00,식품학,월(2-3) 교육관 311호,김유경,가정교육과
HEED253-00,식품학실험,수(2-3) ,김유경,가정교육과
HEED284-00,영양학(영강),화(3) 교육관 406A호 목(3) 교육관 406A호,고지원,가정교육과
HEED321-00,가정경영학의이해,금(5-6) 교육관 202호,길재홍,가정교육과
HEED331-00,가정교과교수법,화(5-6) ,양지선,생활과학과
HEED332-00,전생애발달세미나,월(3-4) ,임정하,가정교육과
HEED339-00,글로벌복식문화사,화(4) 교육관 310호 목(4) 교육관 310호,이예영,가정교육과
HEED343-00,가정교과논리및논술(영강),화(4)  목(4) ,유난숙,가정교육과
HEED351-00,조리실습,금(1-3) 교육관 309호,장태경,가정교육과
HEED373-00,가정과문화,금(1-2) 교육관 506호,유난숙,가정교육과
HEED413-00,부모교육,월(5) 교육관 103호 수(5) 교육관 103호,박현순,유아교육전공
HEED417-00,글로벌패션비즈니스,월(3) 교육관 204호 수(3) 교육관 204호,윤남희,생활과학연구소
HEED427-00,디지털패션의상창작,월(1-3) 교육관 302호,조선형,생활과학과
HEED436-00,패션정보및상품기획,화(1-2) 교육관 406A호 목(1-2) 교육관 406A호,김태연,가정교육과
HISE102-00,근대화와동아시아세계,화(6-7) 교육관 204호,서민교,역사교육과
HISE132-00,중국역사와문화입문,월(6-7) 교육관 301호,SON KOEUN,역사교육과
HISE133-00,일본역사와문화입문,화(3-4) 교육관 504호,서민교,역사교육과
HISE134-00,서양문화사입문,화(6-7) 교육관 304호,박혜정,역사교육과
HISE161-00,역사학개론,화(5) 교육관 403호 목(5) 교육관 403호,홍용진,역사교육과
HISE163-00,한국사개론,화(2) 교육관 407호 목(2) 교육관 407호,권내현,역사교육과
HISE201-00,한국고대사,금(1-2) 교육관 312호,정운용,문화유산융합학부
HISE203-00,중국고대사,화(3) 교육관 202호 목(3) 교육관 202호,이준형,사학과
HISE209-00,일본고대사,월(2) 교육관 407호 수(2) 교육관 407호,정순일,역사교육과
HISE210-00,일본근대사,목(6-8) 교육관 504호,박은영,역사교육과
HISE305-00,한국근세사,화(5) 교육관 407호 목(5) 교육관 407호,권내현,역사교육과
HISE307-00,중국근대사,수(6) 교육관 502호 금(6) 교육관 502호,정상호,사학과
HISE312-00,서양현대사,월(3) 교육관 501호 수(3) 교육관 501호,홍용진,역사교육과
HISE343-00,역사교과교재연구및지도법(세계사I),월(5) 교육관 305호 수(5) 교육관 305호,정순일,역사교육과
HISE349-00,역사교과교육론,화(6-8) 사대신관 124호,박소연,역사교육전공
HISE354-00,서양사회경제사,금(4-5) 교육관 301호,이정하,역사교육과
HISE401-00,한국현대사,월(6-8) 교육관 406A호,김재웅,역사교육과
GEOG101-00,도시와국토,목(3-4) 교육관 504호,손승호,지리교육과
GEOG102-00,자연과인간생활,화(5-6) 사대신관 321A호,하상민,지리교육과
GEOG151-00,지리학입문,월(6-8) 교육관 303호,장규진,지리교육과
GEOG153-00,인문지리학개론(영강),월(6) 교육관 506호 수(6) 교육관 506호,김오석,지리교육과
GEOG155-00,GIS개론(영강),화(3) 교육관 102호 목(3) 교육관 102호,김영호,지리교육과
GEOG171-00,야외지리조사I,,,지리교육과
GEOG201-00,지형학,월(1) 교육관 403호 수(1) 교육관 403호,성영배,지리교육과
GEOG204-00,인구지리학,월(4) 교육관 202호 수(4) 교육관 202호,임창민,지리교육과
GEOG207-00,한국지리총론,월(5) 교육관 202호 수(5) 교육관 202호,홍금수,지리교육과
GEOG210-00,지역지리,화(3) 교육관 407호 목(3) 교육관 407호,임창민,지리교육과
GEOG213-00,농촌지리학(영강),월(3) 교육관 309호 수(3) 교육관 309호,이재열,지리교육과
GEOG271-00,야외지리조사III,,,지리교육과
GEOG304-00,정치지리학,목(6-8) 교육관 312호,최은영,지리학과
GEOG305-00,문화지리학,화(2) 교육관 202호 목(2) 교육관 202호,홍금수,지리교육과
GEOG307-00,세계지리,월(3) 교육관 201호 수(3) 교육관 201호,최유식,지리교육과
GEOG347-00,지리교과교육론,월(2) 교육관 201호 수(2) 교육관 201호,서태열,지리교육과
GEOG353-00,지리교수론,금(4-5) 교육관 305호,양병일,지리교육과
GEOG363-00,미래국토교육론,수(6-8) 교육관 104호,이경규,지리교육과
GEOG371-00,야외지리조사V,,,지리교육과
GEOG451-00,지역개발론,화(5) 교육관 202호 목(5) 교육관 202호,손승호,지리교육과
GEOG453-00,유럽지리,화(4) 교육관 104호 목(4) 교육관 104호,최유식,지리교육과
GEOG455-00,지리과수행평가,목(6-8) 교육관 406호,조경철,지리교육과
GEOG456-00,관광지리학,화(6-8) 사대신관 124A호,천종호,지리교육과
ELED102-00,영화로읽는영미문학,화(2) 사대신관 232호 목(2) 사대신관 232호,정유림,영어교육과
ELED161-01,영어학입문(영강),월(5) 교육관 406호 수(5) 교육관 406호,이상근,영어교육과
ELED161-02,영어학입문(영강),월(2) 교육관 406A호 수(2) 교육관 406A호,김지현,영어교육학과
ELED162-01,영어청해및회화I(영강),월(4) 교육관 308호 화(4) 교육관 308호 수(4) 교육관 308호 목(4) 교육관 308호,Hye Won Shin,영어교육과
ELED162-02,영어청해및회화I(영강),화(3) 교육관 311호 수(3)  목(3) 교육관 311호 금(3) ,Hye Won Shin,영어교육과
ELED162-03,영어청해및회화I(영강),화(4) 교육관 309호 수(4)  목(4) 교육관 309호 금(4) ,Stewart John Cooper,영어교육과
ELED164-00,영미문학교육(영강),화(3) 교육관 103호 목(3) 교육관 103호,이영주,영어교육과
ELED216-00,고급영어독해(영강),화(5) 교육관 302호 목(5) 교육관 302호,Hye Won Shin,영어교육과
ELED217-01,영어교과논리및논술(영강),화(3) 교육관 309호 목(3) 교육관 309호,Stewart John Cooper,영어교육과
ELED217-02,영어교과논리및논술(영강),화(4) 교육관 313호 목(4) 교육관 313호,Stewart John Cooper,영어교육과
ELED226-00,영어문법의이해,월(5) 교육관 310호 수(5) 교육관 310호,정태구,영어교육과
ELED233-01,영미문화의이해(영강),월(4) 교육관 304호 수(4) 교육관 304호,Yang Julie Kyu,영어교육과
ELED233-02,영미문화의이해(영강),화(1) 교육관 308호 목(1) 교육관 308호,Yang Julie Kyu,영어교육과
ELED241-00,영미아동문학강독(영강),화(2) 교육관 501호 목(2) 교육관 501호,어도선,영어교육과
ELED312-00,영어청해및회화III(영강),월(3) 교육관 312호 화(3) 교육관 312호 수(3) 교육관 312호 목(3) 교육관 312호,Yang Julie Kyu,영어교육과
ELED313-01,학교현장중심영어발표와실용영어(영강),화(2)  목(2) ,Stewart John Cooper,영어교육과
ELED313-02,학교현장중심영어발표와실용영어(영강),금(1-2) ,Stewart John Cooper,영어교육과
ELED334-00,영어작문교육론(영강),화(6) 교육관 403호 목(6) 교육관 403호,백진경,영어교육과
ELED335-00,영어교과교육론(영강),월(4)  수(4) ,강유선,영어교육과
ELED338-00,영어교과교재연구및지도법,금(5-6) 교육관 304호,서원화,영어교육과
ELED414-00,고급영어작문(영강),월(6) 교육관 310호 수(6) 교육관 310호,Yang Julie Kyu,영어교육과
ELED422-00,영어의의미와화용(영강),월(2) 교육관 406호 수(2) 교육관 406호,이상근,영어교육과
ELED431-00,영어멀티미디어교육론,화(4) 교육관 403호 목(4) 교육관 403호,최희,영어교육과
ELED433-00,영어습득론,화(6) CJ법학관 315호 목(6) CJ법학관 315호,최희,영어교육과
ELED442-00,영미소설강독(영강),월(5) 교육관 307호 수(5) 교육관 307호,최석무,영어교육과
ELED443-00,영미시강독및지도연습(영강),화(5) 교육관 504호 목(5) 교육관 504호,어도선,영어교육과
LESE151-00,식품자원경제학개론,화(5) 생명과학관(동관)101호 목(5) 생명과학관(동관)101호,양승룡,식품자원경제학과
LESE153-00,시장과경제(영강),월(3) 생명과학관(동관)101호 수(3) 생명과학관(동관)101호,임송수,식품자원경제학과
LESE155-00,응용경제수학(영강),월(6) 생명과학관(동관)101호 수(6) 생명과학관(동관)101호,서동희,식품자원경제학과
LESE203-00,자원경제학,화(3) 생명과학관(동관)101호 목(3) 생명과학관(동관)101호,이나영,식품자원경제학과
LESE207-00,응용계량경제학(영강),월(3) 생명과학관(동관)107 호 수(3) 생명과학관(동관)107 호,서병선,식품자원경제학과
LESE209-00,미시경제분석(영강),화(4) 생명과학관(동관)101호 목(4) 생명과학관(동관)101호,안병일,식품자원경제학과
LESE210-00,식품마케팅,화(6) 생명과학관(동관)101호 목(6) 생명과학관(동관)101호,안병일,식품자원경제학과
LESE304-00,자원환경정책,월(1-2) 생명과학관(동관)101호,조용성,식품자원경제학과
LESE309-00,국제식품정책론(영강),화(5) 생명과학관(서관) 401호 목(5) 생명과학관(서관) 401호,이상현,식품자원경제학과
LESE314-00,국제농산물무역론(영강),수(1-2) 생명과학관(동관)101호,임송수,식품자원경제학과
LESE319-00,응용재무경제학(영강),월(5) 생명과학관(동관)101호 수(5) 생명과학관(동관)101호,김동현,식품자원경제학과
LESE407-00,부동산경제론,금(3-4) 생명과학관(동관)101호,이나영,식품자원경제학과
LESE410-00,기술경제학,금(5-6) 생명과학관(동관)101호,원진기,식품자원경제학과
LESE411-00,응용경제세미나(영강),화(4) 생명과학관(동관)105호 목(4) 생명과학관(동관)105호,이상현,식품자원경제학과
LESE413-00,법경제학,금(1-2) 생명과학관(동관)101호,이효창,식품자원경제학과
CYDF186-00,과목7,금(1-2) 로봇융합관 201호,황석중,정보보호대학원
CYDF187-00,과목13,금(5-6) 로봇융합관 201호,강찬옥,정보보호대학원
CYDF190-00,과목99,목(1-2) 로봇융합관 201호,황석중,정보보호대학원
CYDF202-00,과목 6(영강),월(4-5) 미래융합 105호 목(3) 미래융합 105호,최원석,정보보호학과
CYDF206-00,과목11(영강),화(4-5) 미래융합 106호 목(4) 미래융합 106호,이중희,정보보호학과
CYDF211-00,과목18,금(1-3) 미래융합 106호,조상현,사이버국방학과
CYDF300-00,과목26,목(7-9) 로봇융합관 201호,이경문,사이버국방학과
CYDF303-00,과목29,수(7-10) 미래융합 106호,장남수,정보보안학과
CYDF311-00,과목37(영강),화(2-3) 로봇융합관 201호 수(3) 로봇융합관 201호,정성훈,사이버국방학과
CYDF312-00,과목39(영강),월(6) 미래융합 106호 수(6) 미래융합 106호,윤지원,정보보호학과
CYDF323-00,과목79,수(5-6) 로봇융합관 201호,강찬옥,정보보호대학원
CYDF329-00,과목100,월(2) 정보통신관 B101호 수(2) 정보통신관 B101호,이원준,정보보호학과
CYDF420-00,과목75(영강),금(5-6) 로봇융합관 301호,윤지원,정보보호학과
MEDI103-00,생화학Ⅱ,,,정보보호학과
MEDI225-00,면역학,,,정보보호학과
MEDI227-00,산부인과학,,,정보보호학과
MEDI229-00,소아과학,,,정보보호학과
MEDI233-00,호흡기학,,,정보보호학과
MEDI237-00,정신의학,,,정보보호학과
MEDI243-00,진료수행연습Ⅰ,,,정보보호학과
MEDI245-00,의학오디세이Ⅰ,,,정보보호학과
MEDI245-01,의학오디세이Ⅰ,,,정보보호학과
MEDI245-04,의학오디세이Ⅰ,,,정보보호학과
MEDI245-06,의학오디세이Ⅰ,,,정보보호학과
MEDI245-08,의학오디세이Ⅰ,,,정보보호학과
MEDI247-00,예방의학I,,,정보보호학과
MEDI251-00,환자·의사·사회I:환자와의사,,,정보보호학과
MEDI329-00,임상종합평가I,,,정보보호학과
MEDI409-00,안과학임상실습,,,정보보호학과
MEDI451-00,예방의학선택임상실습,,,정보보호학과
MEDI455-00,환자·의사·사회III:의사의프로페셔널리즘,,,정보보호학과
MEDI456-00,의료법규,,,정보보호학과
MEDI459-00,흉부외과학임상실습,,,정보보호학과
MEDI462-00,예방의학II,,,정보보호학과
ECON110-00,경제학개론,금(4-5) SK미래관 313,안병권,경제학과
ECON171-01,경제원론I,월(5)  수(5) ,박만섭,경제학과
ECON171-02,경제원론I(영강),월(4) SK미래관 4119 수(4) SK미래관 4119,조희평,경제학과
ECON171-03,경제원론I(영강),월(2) SK미래관 313 수(2) SK미래관 313,김현,경제학과
ECON171-04,경제원론I,화(6) L-P 436호(SUPEX HALL) 목(6) L-P 436호(SUPEX HALL),한원용,경제학과
ECON171-05,경제원론I(영강),화(1) L-P 436호(SUPEX HALL) 목(1) L-P 436호(SUPEX HALL),심재훈,경제학과
