학수번호,강의명,시간,교수명,전공명
KORE201-02,한국문학의이해,화(4) 교양관 102호 목(4) 교양관 102호,엄태웅,국어국문학과
KORE201-03,한국문학의이해,화(4) 서관 215호 목(4) 서관 215호,박영민,민족문화연구원
KORE201-04,한국문학의이해,화(4) 교양관 303호 목(4) 교양관 303호,조은숙,국어국문학과
KORE209-00,현대시론,금(2-3) 서관 401호,김동희,민족문화연구원
KORE211-00,현대희곡론,화(2) 서관 307호 목(2) 서관 307호,김태희,문과대학
KORE215-01,고전문학사,월(2) 교양관 104호 수(2) 교양관 104호,최귀묵,국어국문학과
KORE215-02,고전문학사,월(1) 서관 307호 수(1) 서관 307호,김인경,국어국문학과
KORE217-00,구비문학론,화(2) 교양관 406호 목(2) 교양관 406호,이승은,국어국문학과
KORE219-00,고전소설론,화(5) 교양관 102호 목(5) 교양관 102호,엄태웅,국어국문학과
KORE223-01,현대소설론,월(2) 서관 215호 수(2) 서관 215호,강헌국,국어국문학과
KORE223-02,현대소설론,월(2) 교양관 201호 수(2) 교양관 201호,박헌호,민족문화연구원
KORE227-00,국어교과교육론,목(7-9) 서관 215호,안찬원,국어국문학과
KORE228-00,국어교과교재연구및지도법,수(7-8) 교양관 109호,안찬원,국어국문학과
KORE231-00,한국어음운의이해,화(2)  목(2) ,신지영,국어국문학과
KORE236-00,한국어의미의이해,월(2) 서관 307호 수(2) 서관 307호,박아름,국어국문학과
KORE239-00,현대문학작품론,화(4) 서관 307호 목(4) 서관 307호,오형엽,국어국문학과
KORE305-00,소설창작연습,월(5) 서관 403호 수(5) 서관 403호,강헌국,국어국문학과
KORE317-01,외국어로서의한국어교육,화(1) 교양관 406호 목(1) 교양관 406호,정미경,문과대학
KORE317-02,외국어로서의한국어교육,화(1) 교양관 605호 목(1) 교양관 605호,강민석,4단계 BK21 국어국문학교육연구단
KORE323-00,작가와현대세계,월(3) 서관 132호 수(3) 서관 132호,권보드래,국어국문학과
KORE411-00,향가와고려가요,월(1) 서관 215호 수(1) 서관 215호,이형대,국어국문학과
KORE413-00,한문산문강독,월(6) 서관 215호 수(6) 서관 215호,정우봉,국어국문학과
KORE418-00,한국어사강독,월(3) 서관 316B호 수(3) 서관 316B호,장경준,국어국문학과
KORE420-00,한국어음성학,화(4) 국제관 114호 목(4) 국제관 114호,신지영,국어국문학과
KORE425-00,한국어형태론,월(4) 교양관 102호 수(4) 교양관 102호,이영제,국어국문학과
KORE426-00,한국어정책론,화(5) 교양관 210호 목(5) 교양관 210호,정경미,국어국문학과
HUSS001-00,디지털기술시대인간가치에대한문학적감수성과상상,미정,이승은,국어국문학과
HUSS003-00,디지털환경과윤리적문제,미정,성창원,철학과
HUSS302-00,고전데이터처리와비판적AI리터러시,목(6-8) 서관 314B호,전가람,인문사회디지털융합전공
HUSS403-00,현장실습Ⅰ,,,인문사회디지털융합전공
HUSS404-00,현장실습Ⅱ,,,인문사회디지털융합전공
HUSS405-00,현장실습Ⅲ,,,인문사회디지털융합전공
HUSS406-00,현장실습Ⅳ,,,인문사회디지털융합전공
HOKA001-00,한국역사입문,월(5) 서관 315호 수(5) 서관 315호,박대재,한국사학과
HOKA005-00,한국사입문,화(6) 서관 317호 목(6) 서관 317호,정병욱,민족문화연구원
HOKA101-00,과학과기술로본한국사,월(3) 미디어관 309호 수(3) 미디어관 309호,양정현,한국사학과
HOKA102-00,서울지역의향토문화,월(4) 교양관 104호 수(4) 교양관 104호,한형주,한국사학과
HOKA103-01,한국전통문화의이해,금(3-4) 교양관 412호,박종욱,한국사학과
HOKA103-02,한국전통문화의이해,화(5) 교양관 104호 목(5) 교양관 104호,조윤선,한국사학과
HOKA112-01,한국인의역사인식,월(2) 교양관 305호 수(2) 교양관 305호,박진,한국사연구소
HOKA112-02,한국인의역사인식,화(5) 교양관 104호 목(5) 교양관 104호,이경동,한국사학과
HOKA114-01,한국근현대민족운동사,월(3) 국제관 322호 수(3) 국제관 322호,노성룡,한국사학과
HOKA114-02,한국근현대민족운동사,월(1) 교양관 109호 수(1) 교양관 109호,이명학,한국사학과
HOKA114-03,한국근현대민족운동사,화(6) 교양관 207호 목(6) 교양관 207호,임동현,한국사학과
HOKA115-01,한국역사의국제적환경,월(5) 교양관 104호 수(5) 교양관 104호,이지훈,한국사학과
HOKA115-02,한국역사의국제적환경,화(4) 교양관 109호 목(4) 교양관 109호,금보운,한국사학과
HOKA115-03,한국역사의국제적환경,화(2) SK미래관 4005 목(2) 서관 402호,이바른,한국사학과
HOKA118-00,한국역사상의전쟁과평화,화(4) 서관 316B호 목(4) 서관 316B호,이종록,한국사연구소
HOKA119-01,미래를생각하는한국사,월(6-8) 서관 317호,김윤지,한국사학과
HOKA119-02,미래를생각하는한국사,화(4) 교양관 404호 목(4) 교양관 404호,박우현,아세아문제연구원
HOKA119-03,미래를생각하는한국사,월(4) 교양관 315호 수(4) 교양관 315호,강나리,한국사학과
HOKA119-04,미래를생각하는한국사,화(3) L-P 216호 목(3) L-P 216호,이창섭,한국사학과
HOKA122-00,조선왕조실록의세계,화(2) 서관 202호 목(2) 서관 202호,김순남,문화유산융합학부
HOKA153-00,한국사와개혁운동,월(4) 교양관 406호 수(4) 교양관 406호,예대열,한국사학과
HOKA154-01,삼국사기와고려사의이해,화(5) 교양관 111호 목(5) 교양관 111호,박찬우,한국사연구소
HOKA154-02,삼국사기와고려사의이해,금(2-3) 교양관 310호,김규록,한국사학과
HOKA155-00,한국의신분과사회상,화(3) 서관 314A호 목(3) 서관 314A호,이바른,한국사학과
HOKA201-01,고적조사실습,금(5-6) 서관 404호,허은,한국사학과
HOKA201-02,고적조사실습,목(5-6) 교양관 402호,정호섭,한국사학과
HOKA217-00,한국근대사,화(4) 서관 404호 목(4) 서관 404호,유바다,한국사학과
HOKA231-00,한국고대사,화(5) SK미래관 4005 목(5) SK미래관 4005,박대재,한국사학과
HOKA233-00,조선시대사,월(2) 서관 316B호 수(2) 서관 316B호,송양섭,한국사학과
HOKA235-00,한국정치사,화(3) 서관 316B호 목(3) 서관 316B호,강제훈,한국사학과
HOKA241-00,한국사와데이터과학Ⅰ,화(6) 서관 404호 목(6) 서관 404호,장정선,한국사학과
HOKA301-00,한국사학사,화(2) 서관 404호 목(2) 서관 404호,정호섭,한국사학과
HOKA303-00,한국사사료선독Ⅰ,화(2) 서관 316A호 목(2) 서관 316A호,이진한,한국사학과
HOKA305-00,한국사연습Ⅱ,화(3) 정경관 101호 목(3) 정경관 101호,박우현,아세아문제연구원
HOKA337-00,북한의한국사연구동향,화(6) 교양관 303호 목(6) 교양관 303호,이주호,한국사학과
HOKA431-00,한국사회운동사,화(5) 국제관 331호 목(5) 서관 314B호,금보운,한국사학과
EGRN127-01,기초공학가상실험I,,,
EGRN127-02,기초공학가상실험I,,,
EGRN127-03,기초공학가상실험I,,,
EGRN127-04,기초공학가상실험I,,,
EGRN127-05,기초공학가상실험I,,,
EGRN127-06,기초공학가상실험I,,,
EGRN129-01,기초공학가상실험III,,,
EGRN129-02,기초공학가상실험III,,,
EGRN129-03,기초공학가상실험III,,,
EGRN129-04,기초공학가상실험III,,,
EGRN129-05,기초공학가상실험III,,,
EGRN129-06,기초공학가상실험III,,,
EGRN150-00,공업역학(영강),화(1) 공학관 369호 목(1) 공학관 369호,이종구,
EGRN151-02,컴퓨터언어및실습(영강),월(7-8) 신공학관B109-전산실습실 수(7-8) 신공학관B109-전산실습실,문두환,
EGRN151-03,컴퓨터언어및실습,목(1-3) 신공학관B113-전산실습실,최회련,
EGRN151-04,컴퓨터언어및실습,금(4-6) 법학관구관 B104호,김시인,
EGRN154-00,지속가능발전을위한기술경영,목(5-6) 신공학관B102호,조중래,
EGRN241-00,데이터과학기초,,,
COMM101-00,차세대통신세미나,목(6-8) 공학관 250호,백상헌,
COMM103-00,기초통신수학Ⅰ,화(1) 공학관 466호 목(1) 공학관 466호,김미정,
COMM105-00,통신/컴퓨팅개론,화(2) 하나과학관 지하 120호 목(2) 하나과학관 지하 120호,김중헌,
COMM201-00,고급통신수학Ⅰ,화(2) 하나과학관 지하 216호 목(2) 하나과학관 지하 216호,이상현,
COMM203-00,기초통신하드웨어,월(5-6) 창의관 106호,전상근,
COMM205-00,논리회로기초,화(5) 하나과학관 지하 110호 목(5) 하나과학관 지하 110호,안정섭,
COLA171-00,디지털인문학입문Ⅰ,월,조주연,
COLA173-01,디지털인문학응용,화(2)  목(2) ,홍승혜,
COLA173-02,디지털인문학응용,월(5)  수(5) ,이영민,
COLA173-03,디지털인문학응용,화(4)  목(4) ,황경진,
COLA173-04,디지털인문학응용,화(3)  목(3) ,정미경,
COLA173-05,디지털인문학응용,월(4)  수(4) ,전태희,
COLA173-06,디지털인문학응용,월(1)  수(1) ,PIAO LIJING,
COLA183-00,중동아랍사회의이해,화(4) 서관 403호 목(4) 서관 403호,김종도,
COLA200-01,인문융합세미나,화(5-6) 서관 315호,민경현,
COLA200-02,인문융합세미나,목(5-6) ,신은경,
MOBI102-00,스마트모빌리티세미나Ⅰ,화(5-6) ,김승주,
MOBI201-00,수소에너지기초,화(4) 공학관 466호 금(4) 공학관 466호,강정원,
MOBI202-00,전산기이용기계설계(영강),월(5-6) 창의관 212  수(5) 창의관 212 ,김대겸,
MOBI203-00,데이터구조및알고리즘(영강),화(5-6) 신공학관B109-전산실습실 목(5) 신공학관B109-전산실습실,김대겸,
MOBI204-00,공업수학Ⅰ,월(4) 하나과학관 지하 216호 수(4) 하나과학관 지하 216호,유재영,
MOBI206-00,고체역학Ⅰ,월(2) 생명과학관(동관)105호 수(2) 생명과학관(동관)105호,최병호,
PMED165-00,의과학연구기초Ⅰ,목(3-4) ,김현경,
PMED167-00,돌봄과이해Ⅰ,수(4-5) ,이영미,
PMED219-00,의학통계학(이론및실습),금(1-3) ,이준영,
PMED221-00,세포생물학,목(1-2) ,송호석,
PMED223-00,기초형태학실습,화(1-3) ,이동민,
PMED225-00,의과학연구기초Ⅱ,목(5-6) ,김경미,
MECH201-01,열역학I(영강),화(4) 과도관 410호 목(4) 과도관 410호,유동주,기계공학부
MECH201-02,열역학I(영강),월(1) 창의관 203호 수(1) 창의관 203호,윤석구,기계공학부
MECH201-03,열역학I,화(4) 창의관 B113호 목(4) 창의관 B113호,심준형,기계공학부
MECH205-01,고체역학I,월(4) 창의관 117호 수(4) 창의관 117호,김윤재,기계공학부
MECH205-02,고체역학I(영강),월(4) 아산이학관 330호 수(4) 아산이학관 330호,송용남,기계공학부
MECH209-00,기계제작법및실습,월(2) 공학관 566호 월(10) 창의관 116호 수(2) 공학관 566호,최우천,기술경영전문대학원
MECH210-01,전산기이용기계제도,금(1-2) 창의관 212 ,심재경,기계공학부
MECH210-02,전산기이용기계제도(영강),금(4-5) 창의관 212 ,최병호,기계공학부
MECH211-00,기구학,화(2) 공학관 566호 목(2) 공학관 566호,심재경,기계공학부
MECH215-01,공업수학I(영강),화(5) 공학관 566호 목(5) 공학관 566호,임성균,기계공학부
MECH215-02,공업수학I,월(3) 창의관 203호 수(3) 창의관 203호,정재원,기계공학부
MECH226-00,동역학(영강),월(5) 창의관 116호 수(5) 창의관 116호,홍대희,기계공학부
MECH300-01,창의적기계설계:캡스톤디자인(영강),월(6) 신공학관B102호 수(6) 신공학관B102호 수(10) 창의관 B102호,노건우,기계공학부
MECH300-02,창의적기계설계:캡스톤디자인(영강),월(6) 창의관 127호 수(6) 창의관 127호 수(10) 창의관 117호,임성균,기계공학부
MECH311-01,열전달(영강),월(5) 창의관 127호 수(5) 창의관 127호,강용태,기계공학부
MECH311-02,열전달,월(2) 창의관 203호 수(2) 창의관 203호,정재원,기계공학부
MECH317-01,공학재료학,월(1) 창의관 117호 수(1) 창의관 117호,최병호,기계공학부
MECH317-02,공학재료학,월(4) 공학관 566호 수(4) 공학관 566호,한창수,기계공학부
MECH317-03,공학재료학(영강),월(1) 창의관 207호 수(1) 창의관 207호,이병양,기계공학부
MECH323-01,유체역학II,화(2) 신공학관B102호 목(2) 신공학관B102호,정석,기계공학부
MECH323-02,유체역학II(영강),월(3) 창의관 B114호 수(3) 창의관 B114호,유재영,기계공학부
MECH329-01,기계공학실험I,금(5-6) 창의관 B102호,송용남,기계공학부
MECH329-02,기계공학실험I,금(3-4) 창의관 B102호,윤성호,기계공학부
MECH329-03,기계공학실험I(영강),금(1-2) 창의관 B102호,최병호,기계공학부
MECH373-00,기계진동학,월(5) 창의관 117호 수(5) 창의관 117호,나성수,기계공학부
MECH415-00,공기조화,화(2) 창의관 207호 목(2) 창의관 207호,전종욱,연구진흥팀
MECH437-00,메카트로닉스,월(2) 창의관 116호 수(2) 창의관 116호,송재복,기계공학부
MECH457-01,수치해석,월(3) 창의관 117호 수(3) 창의관 117호,최원준,기계공학부
MECH457-02,수치해석(영강),월(6) 아산이학관 230호 수(6) 아산이학관 230호,유재영,기계공학부
MECH463-00,마이크로프로세서프로그래밍(영강),월(4) 창의관 B114호 월(11) 창의관 212  수(4) 창의관 B114호,정우진,기계공학부
MECH471-00,종합설계(영강),화(5) 신공학관B105호 목(5) 신공학관B105호,노건우,기계공학부
MECH483-00,로봇공학(영강),화(4) 창의관 117호 목(4) 창의관 117호,박신석,기계공학부
KMSE201-01,물리화학Ⅰ(영강),월(2) 창의관 B113호 수(2) 창의관 B113호,김웅,신소재공학부
KMSE201-02,물리화학Ⅰ,월(2) 신공학관B101호 수(2) 신공학관B101호,강윤찬,신소재공학부
KMSE201-03,물리화학Ⅰ(영강),월(5) 과도관 409호 수(5) 과도관 409호,이인환,신소재공학부
KMSE203-01,재료구조물성(영강),화(4) 창의관 116호 목(4) 창의관 116호,서지훈,신소재공학부
KMSE203-02,재료구조물성(영강),화(4) 신공학관B101호 목(4) 신공학관B101호,김동회,신소재공학부
KMSE203-03,재료구조물성,화(6-8) 하나과학관 지하 109호 목(6) 하나과학관 지하 109호,성윤모,신소재공학부
KMSE205-01,공학수학Ⅰ,화(5) 창의관 116호 목(5) 창의관 116호,남산,신소재공학부
KMSE205-02,공학수학Ⅰ,화(5) 창의관 117호 목(5) 창의관 117호,이재철,신소재공학부
KMSE205-03,공학수학Ⅰ(영강),화(5) 창의관 B113호 목(5) 창의관 B113호,김용주,신소재공학부
KMSE207-00,세라믹재료개론(영강),화(1) 창의관 117호 목(1) 창의관 117호,김동회,신소재공학부
KMSE213-00,반응속도론,월(5) 공학관 369호 수(5) 공학관 369호,이헌,신소재공학부
KMSE215-00,유기재료화학(영강),월(4) 창의관 106호 수(4) 창의관 106호 금(3-4) 창의관 117호,이재승,신소재공학부
KMSE301-01,전자및반도체재료공학,화(2) 창의관 117호 목(2) 창의관 117호,남산,신소재공학부
KMSE301-02,전자및반도체재료공학(영강),화(2) 창의관 B114호 목(2) 창의관 B114호,김수영,신소재공학부
KMSE303-01,재료열역학(영강),월(6) 창의관 116호 수(6) 창의관 116호,이준호,신소재공학부
KMSE303-02,재료열역학(영강),월(6) 창의관 117호 수(6) 창의관 117호,임상호,신소재공학부
KMSE305-00,신소재공학연구동향(영강),금(5-6) 창의관 117호,김세호,신소재공학부
KMSE307-01,재료공학실험Ⅰ,수(9-11) ,김세호,신소재공학부
KMSE307-02,재료공학실험Ⅰ,수(9-11) ,손석수,신소재공학부
KMSE307-03,재료공학실험Ⅰ,수(9-11) ,윤호규,신소재공학부
KMSE307-04,재료공학실험Ⅰ,수(9-11) ,서지훈,신소재공학부
KMSE307-05,재료공학실험Ⅰ,금(9-11) ,강용묵,신소재공학부
KMSE307-06,재료공학실험Ⅰ,금(9-11) ,김수영,신소재공학부
KMSE307-07,재료공학실험Ⅰ,금(9-11) ,오승주,신소재공학부
KMSE307-08,재료공학실험Ⅰ,금(9-11) ,이재승,신소재공학부
